Brand,Name,SKU,Full Name,Color,Category,Tags,Wholesale Price,Sale Price,Retail Price,Stock,Image1,Image2,Image3,Gallery,Application,Content,Backing,Finish / Topcoat,Weight,Width,Fabric Shown,Origin,Repeat Horizontal,Repeat Vertical,Collection,Abrasion Resistance,Pilling,Seam Slippage,Break Strength,Wet Crocking,Dry Crocking,Colorfastness to Light,Flammability,Product Notes
United Fabrics,CORDA,89 Syrup,United Fabrics CORDA 89 Syrup,"Brown upholstery fabric, brown","United Fabrics, CORDA, 89 Syrup, United Fabrics CORDA 89 Syrup, Brown upholstery fabric, brown, Upholstery, Indoor, 100% Polyester, Acrylic, Permanent Soil/Stain Protection, China, 93,000 Double Rubs, 324: Home Trends: Prismatic","United Fabrics, CORDA, 89 Syrup, United Fabrics CORDA 89 Syrup, Brown upholstery fabric, brown, Upholstery, Indoor, 100% Polyester, Acrylic, Permanent Soil/Stain Protection, China, 93,000 Double Rubs, 324: Home Trends: Prismatic",22.46,44.92,51.66,59 Yards (NJ) 0 Yards (CA),https://unitedfabrics.s3.amazonaws.com/files/products/square-xlrg-corda-89-syrup.jpg,https://unitedfabrics.s3.amazonaws.com/files/products/square-med-corda-uf-o1-filmic.jpg,https://unitedfabrics.s3.amazonaws.com/files/products/square-med-corda.jpg,"https://unitedfabrics.s3.amazonaws.com/files/products/square-xlrg-corda-89-syrup.jpg, https://unitedfabrics.s3.amazonaws.com/files/products/square-med-corda-uf-o1-filmic.jpg, https://unitedfabrics.s3.amazonaws.com/files/products/square-med-corda.jpg","Upholstery, Indoor",100% Polyester,Acrylic,Permanent Soil/Stain Protection,17.9 oz./yd.,"54.000""",Up the Roll,China,,,324: Home Trends: Prismatic,"93,000 Double Rubs",Class 4,Warp: 40.5 lbs / Weft: 40.5 lbs,Warp: 204.6 lbs / Weft: 269.8 lbs,Grade: 5,Grade: 5,Hours: 40 / Grade: 4,"CA Technical Bulletin 117-2013 NFPA 260 ""Flammability"" and any corresponding data refer to the typical performance in the tests indicated and should not be construed to imply the behavior of this or any other material under actual fire conditions.",Prop 65 Compliant California AB-2998 Compliant PFAS Free
United Fabrics,MORSE,36 Espresso Bean,United Fabrics MORSE 36 Espresso Bean,"Brown upholstery fabric, brown","United Fabrics, MORSE, 36 Espresso Bean, United Fabrics MORSE 36 Espresso Bean, Brown upholstery fabric, brown, Upholstery, Indoor, 100% Polyester, Acrylic, Alta Soil/Stain Protection, China, 50,000 Double Rubs, 224: Home Trends: Naturals","United Fabrics, MORSE, 36 Espresso Bean, United Fabrics MORSE 36 Espresso Bean, Brown upholstery fabric, brown, Upholstery, Indoor, 100% Polyester, Acrylic, Alta Soil/Stain Protection, China, 50,000 Double Rubs, 224: Home Trends: Naturals",19.46,38.92,44.76,93 Yards (NJ) 0 Yards (CA),https://unitedfabrics.s3.amazonaws.com/files/products/square-xlrg-morse-36-espresso-bean.jpg,https://unitedfabrics.s3.amazonaws.com/files/products/square-xlrg-morse-36-espresso-bean.jpg,https://unitedfabrics.s3.amazonaws.com/files/products/square-xlrg-morse-36-espresso-bean.jpg,https://unitedfabrics.s3.amazonaws.com/files/products/square-xlrg-morse-36-espresso-bean.jpg,"Upholstery, Indoor",100% Polyester,Acrylic,Alta Soil/Stain Protection,15.4 oz./yd.,"54.000""",Up the Roll,China,"4.750""",".500""",224: Home Trends: Naturals,"50,000 Double Rubs",Class 4,Warp: 83.9 lbs / Weft: 58.1 lbs,Warp: 230.2 lbs / Weft: 385.1 lbs,Grade: 5,Grade: 4,Hours: 40 / Grade: 5,"CA Technical Bulletin 117-2013 ""Flammability"" and any corresponding data refer to the typical performance in the tests indicated and should not be construed to imply the behavior of this or any other material under actual fire conditions.",Prop 65 Compliant California AB-2998 Compliant PFAS Free
United Fabrics,SCOUT,41 Hazelnut Cream,United Fabrics SCOUT 41 Hazelnut Cream,"Brown upholstery fabric, brown","United Fabrics, SCOUT, 41 Hazelnut Cream, United Fabrics SCOUT 41 Hazelnut Cream, Brown upholstery fabric, brown, Upholstery, Indoor, 43% Polyester 34% Cotton 23% Rayon, Acrylic, Permanent Soil/Stain Protection, USA, 30,000 Double Rubs, 224: Home Trends: Naturals","United Fabrics, SCOUT, 41 Hazelnut Cream, United Fabrics SCOUT 41 Hazelnut Cream, Brown upholstery fabric, brown, Upholstery, Indoor, 43% Polyester 34% Cotton 23% Rayon, Acrylic, Permanent Soil/Stain Protection, USA, 30,000 Double Rubs, 224: Home Trends: Naturals",26.59,53.18,61.16,69 Yards (NJ) 0 Yards (CA),https://unitedfabrics.s3.amazonaws.com/files/products/square-xlrg-scout-41-hazelnut-cream.jpg,https://unitedfabrics.s3.amazonaws.com/files/products/square-med-scout-uf-o1-filmic.jpg,https://unitedfabrics.s3.amazonaws.com/files/products/square-med-scout-uf-o1-filmic.jpg,"https://unitedfabrics.s3.amazonaws.com/files/products/square-xlrg-scout-41-hazelnut-cream.jpg, https://unitedfabrics.s3.amazonaws.com/files/products/square-med-scout-uf-o1-filmic.jpg","Upholstery, Indoor",43% Polyester 34% Cotton 23% Rayon,Acrylic,Permanent Soil/Stain Protection,13.0 oz./yd.,"54.000""",Railroaded,USA,"3.600""",,224: Home Trends: Naturals,"30,000 Double Rubs",Class 4,Warp: 40 lbs / Weft: 40 lbs,Warp: 50 lbs / Weft: 50 lbs,Grade: 4,Grade: 4,Hours: 40 / Grade: 4,"CA Technical Bulletin 117-2013 NFPA 260 ""Flammability"" and any corresponding data refer to the typical performance in the tests indicated and should not be construed to imply the behavior of this or any other material under actual fire conditions.",Prop 65 Compliant California AB-2998 Compliant PFAS Free
United Fabrics,TETRIS,40 Harvest,United Fabrics TETRIS 40 Harvest,"Brown upholstery fabric, brown","United Fabrics, TETRIS, 40 Harvest, United Fabrics TETRIS 40 Harvest, Brown upholstery fabric, brown, Upholstery, Indoor, 67% Polyester 33% Cotton, Alta Soil/Stain Protection, , India, 95,000 Double Rubs, 324: Home Trends: Prismatic","United Fabrics, TETRIS, 40 Harvest, United Fabrics TETRIS 40 Harvest, Brown upholstery fabric, brown, Upholstery, Indoor, 67% Polyester 33% Cotton, Alta Soil/Stain Protection, , India, 95,000 Double Rubs, 324: Home Trends: Prismatic",28.09,56.18,64.61,69 Yards (NJ) 0 Yards (CA),https://unitedfabrics.s3.amazonaws.com/files/products/square-xlrg-tetris-40-harvest.jpg,https://unitedfabrics.s3.amazonaws.com/files/products/square-med-tetris-united-o1-filmic.jpg,https://unitedfabrics.s3.amazonaws.com/files/products/square-med-tetris.jpg,"https://unitedfabrics.s3.amazonaws.com/files/products/square-xlrg-tetris-40-harvest.jpg, https://unitedfabrics.s3.amazonaws.com/files/products/square-med-tetris-united-o1-filmic.jpg, https://unitedfabrics.s3.amazonaws.com/files/products/square-med-tetris.jpg","Upholstery, Indoor",67% Polyester 33% Cotton,Alta Soil/Stain Protection,,21.6 oz./yd.,"54.000""",Up the Roll,India,".270""",".450""",324: Home Trends: Prismatic,"95,000 Double Rubs",Class 4,Warp: 43.3 lbs / Weft: 85.1 lbs,Warp: 183.9 lbs / Weft: 213.1 lbs,Grade: 4.5,Grade: 4.5,Hours: 40 / Grade: 5,"CA Technical Bulletin 117-2013 NFPA 260 ""Flammability"" and any corresponding data refer to the typical performance in the tests indicated and should not be construed to imply the behavior of this or any other material under actual fire conditions.",Prop 65 Compliant California AB-2998 Compliant PFAS Free
United Fabrics,TETRIS,84 Tide Pool,United Fabrics TETRIS 84 Tide Pool,"Brown upholstery fabric, brown","United Fabrics, TETRIS, 84 Tide Pool, United Fabrics TETRIS 84 Tide Pool, Brown upholstery fabric, brown, Upholstery, Indoor, 67% Polyester 33% Cotton, Alta Soil/Stain Protection, , India, 95,000 Double Rubs, 324: Home Trends: Prismatic","United Fabrics, TETRIS, 84 Tide Pool, United Fabrics TETRIS 84 Tide Pool, Brown upholstery fabric, brown, Upholstery, Indoor, 67% Polyester 33% Cotton, Alta Soil/Stain Protection, , India, 95,000 Double Rubs, 324: Home Trends: Prismatic",28.09,56.18,64.61,57 Yards (NJ) 0 Yards (CA),https://unitedfabrics.s3.amazonaws.com/files/products/square-xlrg-tetris-84-tide-pool.jpg,https://unitedfabrics.s3.amazonaws.com/files/products/square-med-tetris-united-o1-filmic.jpg,https://unitedfabrics.s3.amazonaws.com/files/products/square-med-tetris.jpg,"https://unitedfabrics.s3.amazonaws.com/files/products/square-xlrg-tetris-84-tide-pool.jpg, https://unitedfabrics.s3.amazonaws.com/files/products/square-med-tetris-united-o1-filmic.jpg, https://unitedfabrics.s3.amazonaws.com/files/products/square-med-tetris.jpg","Upholstery, Indoor",67% Polyester 33% Cotton,Alta Soil/Stain Protection,,21.6 oz./yd.,"54.000""",Up the Roll,India,".270""",".450""",324: Home Trends: Prismatic,"95,000 Double Rubs",Class 4,Warp: 43.3 lbs / Weft: 85.1 lbs,Warp: 183.9 lbs / Weft: 213.1 lbs,Grade: 4.5,Grade: 4.5,Hours: 40 / Grade: 5,"CA Technical Bulletin 117-2013 NFPA 260 ""Flammability"" and any corresponding data refer to the typical performance in the tests indicated and should not be construed to imply the behavior of this or any other material under actual fire conditions.",Prop 65 Compliant California AB-2998 Compliant PFAS Free
United Fabrics,TREK,48 Long Trail,United Fabrics TREK 48 Long Trail,"Brown upholstery fabric, brown","United Fabrics, TREK, 48 Long Trail, United Fabrics TREK 48 Long Trail, Brown upholstery fabric, brown, Upholstery, Indoor, 86% Polyester 14% Cotton, Alta Soil/Stain Protection, , India, 40,000 Double Rubs, 324: Home Trends: Prismatic","United Fabrics, TREK, 48 Long Trail, United Fabrics TREK 48 Long Trail, Brown upholstery fabric, brown, Upholstery, Indoor, 86% Polyester 14% Cotton, Alta Soil/Stain Protection, , India, 40,000 Double Rubs, 324: Home Trends: Prismatic",29.96,59.92,68.91,50 Yards (NJ) 0 Yards (CA),https://unitedfabrics.s3.amazonaws.com/files/products/square-xlrg-trek-48-long-trail-3.jpg,https://unitedfabrics.s3.amazonaws.com/files/products/square-med-trek-current-camera-2-filmic.jpg,https://unitedfabrics.s3.amazonaws.com/files/products/square-med-trek-current-camera-2-filmic.jpg,"https://unitedfabrics.s3.amazonaws.com/files/products/square-xlrg-trek-48-long-trail-3.jpg, https://unitedfabrics.s3.amazonaws.com/files/products/square-med-trek-current-camera-2-filmic.jpg","Upholstery, Indoor",86% Polyester 14% Cotton,Alta Soil/Stain Protection,,19.6 oz./yd.,"54.000""",Up the Roll,India,"6.850""","6.850""",324: Home Trends: Prismatic,"40,000 Double Rubs",Class 3,Warp: 96.2 lbs / Weft: 104.8 lbs,Warp: 231.4 lbs / Weft: 407.4 lbs,Grade: 4.5,Grade: 4.5,Hours: 40 / Grade: 4,"CA Technical Bulletin 117-2013 NFPA 260 ""Flammability"" and any corresponding data refer to the typical performance in the tests indicated and should not be construed to imply the behavior of this or any other material under actual fire conditions.",Prop 65 Compliant California AB-2998 Compliant PFAS Free
United Fabrics,LUSH,14 Cigar Box,United Fabrics LUSH 14 Cigar Box,"Brown upholstery fabric, brown","United Fabrics, LUSH, 14 Cigar Box, United Fabrics LUSH 14 Cigar Box, Brown upholstery fabric, brown, Upholstery, Indoor, 100% Polyester, Permanent Soil/Stain Protection, , Turkey, 100,000 Double Rubs, 124: Lush Performance Velvet","United Fabrics, LUSH, 14 Cigar Box, United Fabrics LUSH 14 Cigar Box, Brown upholstery fabric, brown, Upholstery, Indoor, 100% Polyester, Permanent Soil/Stain Protection, , Turkey, 100,000 Double Rubs, 124: Lush Performance Velvet",33.71,67.42,77.53,Currently Out of Stock,https://unitedfabrics.s3.amazonaws.com/files/products/square-xlrg-lush-14-cigar-box.jpg,https://unitedfabrics.s3.amazonaws.com/files/products/square-med-patina-lush-performance.jpg,https://unitedfabrics.s3.amazonaws.com/files/products/square-med-photo-jan-22-2024-3-17-07-pm.jpg,"https://unitedfabrics.s3.amazonaws.com/files/products/square-xlrg-lush-14-cigar-box.jpg, https://unitedfabrics.s3.amazonaws.com/files/products/square-med-patina-lush-performance.jpg, https://unitedfabrics.s3.amazonaws.com/files/products/square-med-photo-jan-22-2024-3-17-07-pm.jpg","Upholstery, Indoor",100% Polyester,Permanent Soil/Stain Protection,,22.4 oz./yd.,"54.000""",Up the Roll,Turkey,,,124: Lush Performance Velvet,"100,000 Double Rubs",Class 5,Warp: 83 lbs / Weft: 93 lbs,Warp: 260 lbs / Weft: 171 lbs,Grade: 5,Grade: 5,Grade: 4,"CA Technical Bulletin 117-2013 NFPA 260 ""Flammability"" and any corresponding data refer to the typical performance in the tests indicated and should not be construed to imply the behavior of this or any other material under actual fire conditions.",Prop 65 Compliant California AB-2998 Compliant PFAS Free
United Fabrics,LUSH,16 Cremini,United Fabrics LUSH 16 Cremini,"Brown upholstery fabric, brown","United Fabrics, LUSH, 16 Cremini, United Fabrics LUSH 16 Cremini, Brown upholstery fabric, brown, Upholstery, Indoor, 100% Polyester, Permanent Soil/Stain Protection, , Turkey, 100,000 Double Rubs, 124: Lush Performance Velvet","United Fabrics, LUSH, 16 Cremini, United Fabrics LUSH 16 Cremini, Brown upholstery fabric, brown, Upholstery, Indoor, 100% Polyester, Permanent Soil/Stain Protection, , Turkey, 100,000 Double Rubs, 124: Lush Performance Velvet",33.71,67.42,77.53,118 Yards (NJ) 0 Yards (CA),https://unitedfabrics.s3.amazonaws.com/files/products/square-xlrg-lush-16-cremini.jpg,https://unitedfabrics.s3.amazonaws.com/files/products/square-med-patina-lush-performance.jpg,https://unitedfabrics.s3.amazonaws.com/files/products/square-med-photo-jan-22-2024-3-17-07-pm.jpg,"https://unitedfabrics.s3.amazonaws.com/files/products/square-xlrg-lush-16-cremini.jpg, https://unitedfabrics.s3.amazonaws.com/files/products/square-med-patina-lush-performance.jpg, https://unitedfabrics.s3.amazonaws.com/files/products/square-med-photo-jan-22-2024-3-17-07-pm.jpg","Upholstery, Indoor",100% Polyester,Permanent Soil/Stain Protection,,22.4 oz./yd.,"54.000""",Up the Roll,Turkey,,,124: Lush Performance Velvet,"100,000 Double Rubs",Class 5,Warp: 83 lbs / Weft: 93 lbs,Warp: 260 lbs / Weft: 171 lbs,Grade: 5,Grade: 5,Grade: 4,"CA Technical Bulletin 117-2013 NFPA 260 ""Flammability"" and any corresponding data refer to the typical performance in the tests indicated and should not be construed to imply the behavior of this or any other material under actual fire conditions.",Prop 65 Compliant California AB-2998 Compliant PFAS Free
United Fabrics,LUSH,26 Espresso,United Fabrics LUSH 26 Espresso,"Brown upholstery fabric, brown","United Fabrics, LUSH, 26 Espresso, United Fabrics LUSH 26 Espresso, Brown upholstery fabric, brown, Upholstery, Indoor, 100% Polyester, Permanent Soil/Stain Protection, , Turkey, 100,000 Double Rubs, 124: Lush Performance Velvet","United Fabrics, LUSH, 26 Espresso, United Fabrics LUSH 26 Espresso, Brown upholstery fabric, brown, Upholstery, Indoor, 100% Polyester, Permanent Soil/Stain Protection, , Turkey, 100,000 Double Rubs, 124: Lush Performance Velvet",33.71,67.42,77.53,100 Yards (NJ) 0 Yards (CA),https://unitedfabrics.s3.amazonaws.com/files/products/square-xlrg-lush-26-espresso.jpg,https://unitedfabrics.s3.amazonaws.com/files/products/square-med-patina-lush-performance.jpg,https://unitedfabrics.s3.amazonaws.com/files/products/square-med-photo-jan-22-2024-3-17-07-pm.jpg,"https://unitedfabrics.s3.amazonaws.com/files/products/square-xlrg-lush-26-espresso.jpg, https://unitedfabrics.s3.amazonaws.com/files/products/square-med-patina-lush-performance.jpg, https://unitedfabrics.s3.amazonaws.com/files/products/square-med-photo-jan-22-2024-3-17-07-pm.jpg","Upholstery, Indoor",100% Polyester,Permanent Soil/Stain Protection,,22.4 oz./yd.,"54.000""",Up the Roll,Turkey,,,124: Lush Performance Velvet,"100,000 Double Rubs",Class 5,Warp: 83 lbs / Weft: 93 lbs,Warp: 260 lbs / Weft: 171 lbs,Grade: 5,Grade: 5,Grade: 4,"CA Technical Bulletin 117-2013 NFPA 260 ""Flammability"" and any corresponding data refer to the typical performance in the tests indicated and should not be construed to imply the behavior of this or any other material under actual fire conditions.",Prop 65 Compliant California AB-2998 Compliant PFAS Free
United Fabrics,LUSH,83 Streudel,United Fabrics LUSH 83 Streudel,"Brown upholstery fabric, brown","United Fabrics, LUSH, 83 Streudel, United Fabrics LUSH 83 Streudel, Brown upholstery fabric, brown, Upholstery, Indoor, 100% Polyester, Permanent Soil/Stain Protection, , Turkey, 100,000 Double Rubs, 124: Lush Performance Velvet","United Fabrics, LUSH, 83 Streudel, United Fabrics LUSH 83 Streudel, Brown upholstery fabric, brown, Upholstery, Indoor, 100% Polyester, Permanent Soil/Stain Protection, , Turkey, 100,000 Double Rubs, 124: Lush Performance Velvet",33.71,67.42,77.53,10 Yards (NJ) 0 Yards (CA),https://unitedfabrics.s3.amazonaws.com/files/products/square-xlrg-lush-83-streudel.jpg,https://unitedfabrics.s3.amazonaws.com/files/products/square-med-patina-lush-performance.jpg,https://unitedfabrics.s3.amazonaws.com/files/products/square-med-lush.jpg,"https://unitedfabrics.s3.amazonaws.com/files/products/square-xlrg-lush-83-streudel.jpg, https://unitedfabrics.s3.amazonaws.com/files/products/square-med-patina-lush-performance.jpg, https://unitedfabrics.s3.amazonaws.com/files/products/square-med-lush.jpg","Upholstery, Indoor",100% Polyester,Permanent Soil/Stain Protection,,22.4 oz./yd.,"54.000""",Up the Roll,Turkey,,,124: Lush Performance Velvet,"100,000 Double Rubs",Class 5,Warp: 83 lbs / Weft: 93 lbs,Warp: 260 lbs / Weft: 171 lbs,Grade: 5,Grade: 5,Grade: 4,"CA Technical Bulletin 117-2013 NFPA 260 ""Flammability"" and any corresponding data refer to the typical performance in the tests indicated and should not be construed to imply the behavior of this or any other material under actual fire conditions.",Prop 65 Compliant California AB-2998 Compliant PFAS Free
United Fabrics,AZMIR,08 Dark Roast,United Fabrics AZMIR 08 Dark Roast,"Brown upholstery fabric, brown","United Fabrics, AZMIR, 08 Dark Roast, United Fabrics AZMIR 08 Dark Roast, Brown upholstery fabric, brown, Upholstery, Indoor, 100% Polyester, Acrylic Latex, Permanent Soil/Stain Protection, China, 15,000 Double Rubs, 423: Home Trends: Cool Classics","United Fabrics, AZMIR, 08 Dark Roast, United Fabrics AZMIR 08 Dark Roast, Brown upholstery fabric, brown, Upholstery, Indoor, 100% Polyester, Acrylic Latex, Permanent Soil/Stain Protection, China, 15,000 Double Rubs, 423: Home Trends: Cool Classics",20.96,41.92,48.21,55 Yards (NJ) 0 Yards (CA),https://unitedfabrics.s3.amazonaws.com/files/products/square-xlrg-azmir-dark-roast.jpg,https://unitedfabrics.s3.amazonaws.com/files/products/square-med-azmir-paprika-2.jpg,https://unitedfabrics.s3.amazonaws.com/files/products/square-med-azmir-web-uf-o1-filmic.jpg,"https://unitedfabrics.s3.amazonaws.com/files/products/square-xlrg-azmir-dark-roast.jpg, https://unitedfabrics.s3.amazonaws.com/files/products/square-med-azmir-paprika-2.jpg, https://unitedfabrics.s3.amazonaws.com/files/products/square-med-azmir-web-uf-o1-filmic.jpg","Upholstery, Indoor",100% Polyester,Acrylic Latex,Permanent Soil/Stain Protection,27.6 oz./yd.,"54.000""",Up the Roll,China,"14.170""","28.150""",423: Home Trends: Cool Classics,"15,000 Double Rubs",Class 3,Warp: 113.5 lbs / Weft: 33.1 lbs,Warp: 101.5 lbs / Weft: 332.5 lbs,Grade: 4.5,Grade: 4.5,Hours: 40 / Grade: 4,"UFAC Class 1 CA Technical Bulletin 117-2013 ""Flammability"" and any corresponding data refer to the typical performance in the tests indicated and should not be construed to imply the behavior of this or any other material under actual fire conditions.",Prop 65 Compliant California AB-2998 Compliant PFAS Free
United Fabrics,DAPPLE,56 Quail,United Fabrics DAPPLE 56 Quail,"Brown upholstery fabric, brown","United Fabrics, DAPPLE, 56 Quail, United Fabrics DAPPLE 56 Quail, Brown upholstery fabric, brown, Upholstery, Indoor, 89% Polyester 11% Cotton, Alta Soil/Stain Protection, , India, 30,000 Double Rubs, 523: Home Trends: Warm Classics","United Fabrics, DAPPLE, 56 Quail, United Fabrics DAPPLE 56 Quail, Brown upholstery fabric, brown, Upholstery, Indoor, 89% Polyester 11% Cotton, Alta Soil/Stain Protection, , India, 30,000 Double Rubs, 523: Home Trends: Warm Classics",29.96,59.92,68.91,56 Yards (NJ) 0 Yards (CA),https://unitedfabrics.s3.amazonaws.com/files/products/square-xlrg-dapple-quail.jpg,https://unitedfabrics.s3.amazonaws.com/files/products/square-med-dapple-uf-o1-filmic.jpg,https://unitedfabrics.s3.amazonaws.com/files/products/square-med-dapple-uf-o1-filmic.jpg,"https://unitedfabrics.s3.amazonaws.com/files/products/square-xlrg-dapple-quail.jpg, https://unitedfabrics.s3.amazonaws.com/files/products/square-med-dapple-uf-o1-filmic.jpg","Upholstery, Indoor",89% Polyester 11% Cotton,Alta Soil/Stain Protection,,19.7 oz./yd.,"54.000""",Railroaded,India,,,523: Home Trends: Warm Classics,"30,000 Double Rubs",Class 4.5,Warp: 60.3 lbs / Weft: 28.7 lbs,Warp: 287.1 lbs / Weft: 46.5 lbs,Grade: 5,Grade: 5,Hours: 40 / Grade: 4,"CA Technical Bulletin 117-2013 NFPA 260 ""Flammability"" and any corresponding data refer to the typical performance in the tests indicated and should not be construed to imply the behavior of this or any other material under actual fire conditions.",Prop 65 Compliant California AB-2998 Compliant PFAS Free
United Fabrics,DARCY,72 Tinsmith,United Fabrics DARCY 72 Tinsmith,"Brown upholstery fabric, brown","United Fabrics, DARCY, 72 Tinsmith, United Fabrics DARCY 72 Tinsmith, Brown upholstery fabric, brown, Upholstery, Indoor, 100% Polyester, Acrylic Latex, Permanent Soil/Stain Protection, China, 15,000 Double Rubs, 423: Home Trends: Cool Classics","United Fabrics, DARCY, 72 Tinsmith, United Fabrics DARCY 72 Tinsmith, Brown upholstery fabric, brown, Upholstery, Indoor, 100% Polyester, Acrylic Latex, Permanent Soil/Stain Protection, China, 15,000 Double Rubs, 423: Home Trends: Cool Classics",21.71,43.42,49.93,31 Yards (NJ) 0 Yards (CA),https://unitedfabrics.s3.amazonaws.com/files/products/square-xlrg-darcy-tinsmith.jpg,https://unitedfabrics.s3.amazonaws.com/files/products/square-med-darcy-current-camera-filmic.jpg,https://unitedfabrics.s3.amazonaws.com/files/products/square-med-darcy-current-camera-filmic.jpg,"https://unitedfabrics.s3.amazonaws.com/files/products/square-xlrg-darcy-tinsmith.jpg, https://unitedfabrics.s3.amazonaws.com/files/products/square-med-darcy-current-camera-filmic.jpg","Upholstery, Indoor",100% Polyester,Acrylic Latex,Permanent Soil/Stain Protection,26.5 oz./yd.,"54.000""",Up the Roll,China,"7.170""","7.170""",423: Home Trends: Cool Classics,"15,000 Double Rubs",Class 4,Warp: 110.7 lbs / Weft: 117.1 lbs,Warp: 161.5 lbs / Weft: 355.2 lbs,Grade: 4.5,Grade: 4.5,Hours: 40 / Grade: 4,"CA Technical Bulletin 117-2013 ""Flammability"" and any corresponding data refer to the typical performance in the tests indicated and should not be construed to imply the behavior of this or any other material under actual fire conditions.",Prop 65 Compliant California AB-2998 Compliant PFAS Free
United Fabrics,GENEVIEVE,80 Topaz,United Fabrics GENEVIEVE 80 Topaz,"Brown upholstery fabric, brown","United Fabrics, GENEVIEVE, 80 Topaz, United Fabrics GENEVIEVE 80 Topaz, Brown upholstery fabric, brown, Upholstery, Indoor, 100% Polyester, Latex, Alta Soil/Stain Protection, China, 50,000 Double Rubs, 523: Home Trends: Warm Classics","United Fabrics, GENEVIEVE, 80 Topaz, United Fabrics GENEVIEVE 80 Topaz, Brown upholstery fabric, brown, Upholstery, Indoor, 100% Polyester, Latex, Alta Soil/Stain Protection, China, 50,000 Double Rubs, 523: Home Trends: Warm Classics",24.71,49.42,56.83,58 Yards (NJ) 0 Yards (CA),https://unitedfabrics.s3.amazonaws.com/files/products/square-xlrg-genevieve-topaz.jpg,https://unitedfabrics.s3.amazonaws.com/files/products/square-med-genevieve.jpg,https://unitedfabrics.s3.amazonaws.com/files/products/square-med-genevieve-web-uf-o1-filmic.jpg,"https://unitedfabrics.s3.amazonaws.com/files/products/square-xlrg-genevieve-topaz.jpg, https://unitedfabrics.s3.amazonaws.com/files/products/square-med-genevieve.jpg, https://unitedfabrics.s3.amazonaws.com/files/products/square-med-genevieve-web-uf-o1-filmic.jpg","Upholstery, Indoor",100% Polyester,Latex,Alta Soil/Stain Protection,17.6 oz./yd.,"54.000""",Up the Roll,China,"28.250""","27.000""",523: Home Trends: Warm Classics,"50,000 Double Rubs",Class 5,Warp: 72.5 lbs / Weft: 55.4 lbs,Warp: 272.1 lbs / Weft: 392.9 lbs,Grade: 5,Grade: 4.5,Hours: 40 / Grade: 5,"UFAC Class 1 CA Technical Bulletin 117-2013 NFPA 260 ""Flammability"" and any corresponding data refer to the typical performance in the tests indicated and should not be construed to imply the behavior of this or any other material under actual fire conditions.",Prop 65 Compliant California AB-2998 Compliant PFAS Free
United Fabrics,HOMESPUN,06 Biscuit,United Fabrics HOMESPUN 06 Biscuit,"Brown upholstery fabric, brown","United Fabrics, HOMESPUN, 06 Biscuit, United Fabrics HOMESPUN 06 Biscuit, Brown upholstery fabric, brown, Upholstery, Indoor, 100% Polyester, Needle Punch & Back Coat, Permanent Soil/Stain Protection, China, 100,000 Double Rubs, 523: Home Trends: Warm Classics","United Fabrics, HOMESPUN, 06 Biscuit, United Fabrics HOMESPUN 06 Biscuit, Brown upholstery fabric, brown, Upholstery, Indoor, 100% Polyester, Needle Punch & Back Coat, Permanent Soil/Stain Protection, China, 100,000 Double Rubs, 523: Home Trends: Warm Classics",22.46,44.92,51.66,42 Yards (NJ) 0 Yards (CA),https://unitedfabrics.s3.amazonaws.com/files/products/square-xlrg-homespun-biscuit.jpg,https://unitedfabrics.s3.amazonaws.com/files/products/square-med-homespun-web-uf-o1-filmic.jpg,https://unitedfabrics.s3.amazonaws.com/files/products/square-med-homespun-web-uf-o1-filmic.jpg,"https://unitedfabrics.s3.amazonaws.com/files/products/square-xlrg-homespun-biscuit.jpg, https://unitedfabrics.s3.amazonaws.com/files/products/square-med-homespun-web-uf-o1-filmic.jpg","Upholstery, Indoor",100% Polyester,Needle Punch & Back Coat,Permanent Soil/Stain Protection,16.3 oz./yd.,"54.000""",Up the Roll,China,".700""",,523: Home Trends: Warm Classics,"100,000 Double Rubs",Class 3,Warp: 57.8 lbs / Weft: 54.8 lbs,Warp: 158.4 lbs / Weft: 278.3 lbs,Grade: 5,Grade: 5,Hours: 40 / Grade: 4,"UFAC Class 1 CA Technical Bulletin 117-2013 NFPA 260 ""Flammability"" and any corresponding data refer to the typical performance in the tests indicated and should not be construed to imply the behavior of this or any other material under actual fire conditions.",Prop 65 Compliant California AB-2998 Compliant PFAS Free
